,0,1,2,3,4,5,6,7,8,9,10,11,output
231,25568350.0,105.47,106.25,104.89,25686350.0,106.48,107.07,105.9,32345430.0,105.25,107.29,105.21,105.93
232,18904680.0,143.6,143.88,142.9,16658660.0,143.73,144.18,143.27,21131040.0,144.29,144.52,143.45,144.22
233,22367480.0,237.52,240.99,237.32,24377170.0,234.59,237.58,234.29,17272900.0,235.09,236.15,233.52,233.37
234,29729270.0,223.82,226.44,223.54,23430370.0,221.0,223.75,219.76,22811140.0,219.75,222.82,219.7,216.82
235,25820460.0,108.78,110.0,108.2,25763840.0,109.72,109.9,108.88,45547590.0,108.65,110.42,108.6,104.89
236,38158410.0,130.54,132.09,130.45,26784530.0,129.13,130.5,128.9,24460160.0,128.31,129.19,128.16,127.98
237,20848660.0,174.17,176.02,174.1,23451420.0,174.87,175.42,173.25,27393660.0,175.03,175.39,174.09,174.88
238,43233950.0,117.64,119.75,116.76,46559730.0,115.76,117.49,115.5,27584020.0,114.92,115.05,113.32,111.38
239,18503410.0,187.72,188.0,186.78,22409110.0,187.6,188.75,186.87,17186760.0,188.23,189.65,187.65,188.77
240,20028450.0,324.74,325.98,322.85,23686890.0,324.19,326.22,323.35,28432570.0,321.47,327.22,321.47,323.6
241,27715140.0,153.58,155.45,152.89,16383610.0,153.17,153.33,152.22,24452750.0,153.97,154.17,152.38,153.42
242,28157630.0,160.11,160.5,158.0,48846060.0,158.47,160.97,158.0,23637310.0,158.99,159.4,158.09,159.87
243,20490090.0,186.35,187.2,185.73,33538550.0,185.14,186.33,183.45,18458410.0,187.88,189.22,187.2,190.03
244,29748560.0,184.66,185.71,182.55,28364850.0,185.22,188.0,184.7,38612290.0,183.52,184.35,180.28,186.93
245,45968040.0,171.66,171.79,167.0,61759000.0,165.0,170.09,163.33,41678680.0,173.49,174.49,168.3,171.76
246,31454590.0,147.5,147.5,143.84,34089190.0,147.16,147.45,145.15,72187710.0,145.74,146.09,142.51,155.19
247,16386120.0,265.58,267.98,265.31,26334880.0,266.94,267.16,262.5,21029520.0,262.71,266.44,262.52,262.59
248,19970040.0,143.71,144.12,143.05,19576480.0,143.72,144.27,143.01,21189000.0,144.19,144.5,143.5,143.68
249,50943120.0,190.02,196.33,189.81,31003380.0,186.23,189.49,184.73,31440300.0,188.35,188.99,185.92,185.8
250,66300930.0,110.17,111.54,108.73,73230280.0,112.83,113.51,107.86,51861990.0,113.85,114.57,112.44,116.44
251,26356390.0,322.57,325.22,320.26,29706720.0,323.52,324.76,318.95,34154130.0,315.31,319.64,313.63,304.3
252,26204670.0,153.21,154.13,152.0,21983410.0,153.89,154.28,152.7,25402270.0,153.8,154.72,153.54,151.78
253,48929200.0,111.34,114.17,110.82,29723750.0,110.8,111.75,110.11,38794930.0,111.78,112.0,110.53,110.93
254,18761470.0,191.55,193.59,190.3,21674630.0,194.7,196.79,193.6,18253190.0,193.95,195.97,193.39,194.86
255,45970470.0,129.08,129.62,128.31,35987630.0,127.74,128.57,127.35,33559770.0,125.72,127.15,125.58,126.04
256,58724080.0,106.7,110.23,106.6,32230590.0,106.57,107.68,106.16,50901380.0,107.71,107.81,104.08,107.12
257,22493750.0,206.05,207.81,204.52,25525650.0,209.32,209.5,206.76,25396100.0,208.0,209.25,207.07,207.03
258,34355970.0,96.0,96.57,95.03,60793260.0,96.62,96.65,95.3,31251870.0,96.45,97.75,96.07,97.82
259,37708360.0,98.69,99.12,97.1,31672220.0,98.53,99.35,98.48,26575570.0,98.5,99.99,98.46,99.02
260,26393770.0,107.7,108.0,106.82,26675250.0,106.14,106.8,105.62,31639010.0,105.66,106.57,105.64,105.8
261,15649120.0,153.35,153.93,153.06,18798250.0,151.8,153.84,151.8,21466370.0,150.58,152.44,149.9,149.99
262,22052920.0,144.49,146.11,143.16,24725210.0,145.01,146.16,143.62,25674500.0,147.17,148.28,145.38,145.13
263,32018540.0,150.85,151.27,149.22,26924630.0,152.88,153.7,151.51,35661200.0,152.5,153.97,150.86,151.29
264,25001730.0,107.39,107.88,106.68,23606240.0,108.57,108.75,107.68,21236850.0,108.59,109.32,108.53,108.86
265,18383080.0,188.0,189.27,186.91,18083080.0,187.19,187.81,186.13,17014490.0,188.0,188.91,186.36,186.07
266,35824790.0,196.31,198.07,194.04,52392970.0,197.99,198.65,192.58,40862120.0,205.53,206.43,201.63,213.9
267,47539790.0,201.02,212.14,200.83,22481890.0,199.62,202.05,199.15,24619750.0,201.3,202.76,199.29,200.2
268,34089190.0,147.16,147.45,145.15,72187710.0,145.74,146.09,142.51,64782910.0,155.19,155.19,146.02,155.25
269,23724430.0,116.8,117.4,116.78,21337310.0,116.74,117.5,116.68,27756760.0,115.8,117.38,115.75,116.47
270,21329170.0,194.14,194.2,192.34,20912820.0,193.63,194.08,191.92,21535570.0,193.07,193.94,192.36,191.64
271,32771760.0,110.8,112.34,110.8,27150570.0,109.34,110.5,108.66,29357940.0,108.97,110.61,108.83,108.91
272,46820600.0,117.95,118.36,117.31,23492650.0,117.1,117.74,117.0,22527690.0,116.81,116.91,116.28,116.86
273,25879680.0,97.41,97.67,96.84,24129530.0,97.17,97.7,97.12,23317990.0,96.75,97.65,96.73,96.49
274,33420290.0,117.95,119.43,117.94,31714820.0,116.78,118.16,116.47,22115100.0,115.92,116.86,115.81,115.85
275,11654360.0,266.6,268.0,265.9,16386120.0,265.58,267.98,265.31,26334880.0,266.94,267.16,262.5,262.71
276,61747260.0,110.19,110.19,108.21,46717770.0,111.74,111.77,109.41,48702200.0,110.63,111.74,109.77,109.88
277,25676720.0,139.41,140.75,139.03,15281850.0,139.3,139.65,138.84,17048800.0,138.85,139.43,138.82,139.25
278,33259460.0,157.5,157.88,155.98,29616190.0,154.2,157.66,153.26,30483120.0,153.08,155.88,153.0,150.27
279,32340620.0,107.88,108.0,106.23,60784920.0,108.89,108.95,106.94,46873670.0,112.11,112.3,109.73,111.62
280,35767260.0,223.06,223.58,217.93,36187160.0,225.07,228.22,224.2,26318580.0,220.9,224.58,220.79,220.54
281,42287640.0,195.34,197.69,190.78,50943120.0,190.02,196.33,189.81,31003380.0,186.23,189.49,184.73,188.35
282,75219710.0,92.91,94.66,92.65,32042290.0,95.94,96.29,95.25,29124140.0,96.25,96.89,95.35,94.94
283,33482970.0,169.87,169.94,165.61,35779520.0,167.9,169.65,166.94,44651420.0,163.89,168.07,163.72,159.29
284,68388840.0,93.99,94.72,92.51,82107120.0,97.61,97.88,94.25,114436300.0,96.0,98.71,95.68,103.91
285,23839880.0,108.71,108.9,107.76,26296260.0,108.23,108.94,108.01,28010430.0,107.52,108.37,107.16,106.27
286,33290830.0,228.99,229.67,225.1,27363960.0,228.41,229.18,226.63,43177540.0,226.51,228.87,226.0,223.25
287,25829880.0,196.42,200.23,196.34,18473070.0,196.45,197.1,195.93,19090050.0,194.79,196.37,193.14,193.25
288,39668100.0,167.64,168.5,165.28,33482970.0,169.87,169.94,165.61,35779520.0,167.9,169.65,166.94,163.89
289,34154130.0,315.31,319.64,313.63,43496400.0,304.3,313.49,302.22,49897100.0,320.93,322.68,308.29,320.54
290,40026250.0,103.96,105.18,103.85,25058280.0,101.91,102.91,101.78,27368840.0,102.24,102.28,101.5,101.41
291,35617230.0,164.0,164.33,160.63,27850370.0,164.12,165.73,163.37,28331540.0,162.62,165.42,162.41,165.67
292,80605870.0,241.95,259.08,240.0,92683030.0,264.89,279.92,252.95,104618500.0,255.94,270.0,248.0,277.39
293,36059610.0,289.46,292.69,285.22,36592940.0,291.12,293.97,288.12,23334000.0,284.82,289.98,284.7,284.69
294,25672210.0,318.66,320.89,315.87,27876220.0,316.68,319.52,316.2,25432390.0,315.03,318.52,313.01,313.17
295,46937190.0,115.19,116.18,113.25,79763890.0,115.12,116.13,114.04,90398170.0,113.86,115.73,113.49,108.73
296,23623970.0,174.94,176.6,172.1,31096240.0,179.73,180.27,176.55,67678680.0,178.37,181.47,175.51,190.0
297,36087910.0,115.02,116.75,114.72,24336440.0,114.31,114.56,113.51,28508710.0,113.7,114.34,113.13,113.4
298,16916650.0,157.23,157.83,156.78,21175670.0,156.91,157.55,155.27,17633730.0,156.29,157.42,156.2,156.89
299,23766360.0,99.56,100.0,99.34,36464530.0,98.7,100.13,98.6,30031410.0,98.92,99.3,98.5,97.39
300,22941650.0,131.35,132.22,131.22,38158410.0,130.54,132.09,130.45,26784530.0,129.13,130.5,128.9,128.31
301,28510370.0,367.85,370.47,363.64,27684310.0,365.12,367.36,363.91,35055820.0,360.08,365.98,360.0,353.25
302,115288400.0,121.99,125.5,121.99,73006780.0,132.85,132.92,130.32,55204920.0,130.97,132.97,130.7,129.08
303,34499390.0,158.53,159.36,156.48,41740600.0,157.5,158.52,154.55,51608850.0,155.84,156.77,150.07,148.3
304,46882840.0,209.43,212.05,201.0,22267820.0,213.19,214.44,210.75,21564750.0,212.99,213.65,211.6,210.88
305,39763300.0,220.0,220.79,217.02,32226670.0,224.8,226.42,222.86,44289650.0,218.07,223.71,217.73,213.86
306,50036510.0,344.72,347.8,334.22,50415610.0,349.31,351.06,335.48,41662940.0,347.9,354.77,346.09,332.14
307,32874330.0,218.06,221.26,217.43,32389280.0,217.86,219.74,213.0,22692880.0,222.3,222.64,219.34,218.93
308,25338630.0,200.81,201.4,198.41,17265520.0,203.35,205.08,202.9,11362050.0,203.28,204.44,202.69,201.41
309,33449100.0,316.77,323.44,315.63,28236270.0,316.14,318.71,313.09,31380450.0,323.5,324.24,316.5,315.77
310,38866100.0,98.84,98.89,96.09,44811800.0,96.67,98.21,96.15,48032600.0,95.02,96.85,94.61,94.19
311,37322930.0,110.42,112.19,110.27,25820460.0,108.78,110.0,108.2,25763840.0,109.72,109.9,108.88,108.65
312,44289650.0,218.07,223.71,217.73,31777930.0,213.86,216.78,211.71,27309400.0,214.84,216.44,211.07,214.05
313,21888930.0,156.89,157.69,155.5,23907540.0,156.61,157.75,155.96,42357420.0,156.75,157.08,155.02,160.42
314,19906170.0,154.9,154.9,153.31,22930630.0,154.0,154.58,152.91,26892850.0,153.38,153.98,152.63,151.27
315,21175670.0,156.91,157.55,155.27,17633730.0,156.29,157.42,156.2,21888930.0,156.89,157.69,155.5,156.61
316,25111310.0,149.99,150.44,148.88,17170490.0,151.5,151.74,150.19,20859830.0,150.48,151.42,149.95,149.2
317,21532200.0,174.55,175.06,173.41,20523870.0,174.35,175.61,173.93,23589930.0,173.44,175.37,173.05,172.54
318,45547590.0,108.65,110.42,108.6,31154910.0,104.89,107.79,104.88,19354440.0,106.0,106.19,105.06,105.47
319,20320420.0,141.6,142.15,141.01,30341520.0,142.94,143.35,140.06,18904680.0,143.6,143.88,142.9,143.73
320,23046560.0,154.15,155.14,151.7,30273990.0,156.41,156.73,152.62,33259460.0,157.5,157.88,155.98,154.2
321,29377630.0,160.66,162.2,160.14,22074760.0,159.32,160.21,158.75,26208970.0,156.6,158.57,156.07,159.9
322,28813620.0,204.28,207.16,203.84,27883360.0,203.46,205.14,199.67,36547440.0,203.16,206.44,202.59,201.02
323,46418230.0,95.86,97.33,95.19,45870130.0,95.0,96.84,94.08,37190500.0,95.42,96.04,94.28,96.47
324,19690420.0,149.9,150.33,148.13,17192770.0,149.89,150.23,149.19,32429770.0,153.75,153.99,147.3,153.35
325,28487570.0,97.79,98.27,97.45,40170200.0,97.6,97.84,96.63,29139100.0,99.02,99.54,98.33,99.6
326,51467440.0,163.09,163.4,159.07,68171940.0,154.83,163.72,154.0,72215320.0,159.1,163.88,156.0,166.0
327,17897140.0,201.85,203.73,201.56,20578020.0,199.2,201.51,198.81,25338630.0,200.81,201.4,198.41,203.35
328,40653460.0,316.7,317.57,312.17,30521720.0,311.64,317.07,311.15,35217270.0,310.6,312.67,308.25,307.24
329,45870130.0,95.0,96.84,94.08,37190500.0,95.42,96.04,94.28,40814360.0,96.47,96.71,95.4,94.79
330,66072170.0,204.3,204.39,198.17,91046560.0,209.55,213.65,205.43,52954070.0,219.05,222.36,216.81,216.88
331,30480880.0,311.85,315.5,309.55,40653460.0,316.7,317.57,312.17,30521720.0,311.64,317.07,311.15,310.6
332,111837300.0,127.03,130.49,127.01,47767760.0,121.15,121.39,120.62,30327110.0,120.93,121.63,120.66,122.14
333,26083030.0,119.11,119.62,118.81,27057550.0,118.9,119.3,118.21,27453130.0,118.74,119.93,118.6,118.77
334,17427570.0,207.36,208.48,207.05,23286380.0,204.43,207.75,203.9,17841920.0,202.83,204.94,202.34,203.12
335,23765710.0,148.82,150.9,148.57,20117070.0,147.97,149.33,147.33,25080500.0,145.5,148.49,145.44,145.87
336,27468700.0,187.22,188.23,186.14,18503410.0,187.72,188.0,186.78,22409110.0,187.6,188.75,186.87,188.23
337,44434220.0,111.29,111.52,109.56,32970790.0,110.82,112.45,110.68,30386830.0,112.73,112.75,111.44,110.0
338,27584020.0,114.92,115.05,113.32,37979570.0,111.38,114.24,111.0,45555300.0,115.2,115.57,112.27,116.26
339,23141260.0,186.55,187.4,185.22,28053230.0,184.99,186.22,183.67,42557530.0,185.18,187.67,184.75,178.25
340,44182930.0,147.54,148.09,146.84,33498270.0,145.1,147.2,144.96,20783460.0,144.09,144.3,143.27,143.92
341,32483310.0,161.95,164.75,161.65,60774900.0,158.5,163.89,157.51,70583530.0,157.07,157.89,150.24,160.29
342,37512930.0,117.35,117.98,116.75,63963010.0,117.7,118.69,116.2,36087910.0,115.02,116.75,114.72,114.31
343,26932880.0,194.86,196.0,193.6,26220850.0,191.81,195.37,191.62,30684390.0,186.51,191.92,185.77,183.08
344,24683350.0,173.04,173.48,171.18,16956290.0,173.5,174.5,173.4,25129510.0,175.11,175.38,174.27,175.11
345,20088940.0,153.63,153.86,152.46,16216800.0,154.01,155.09,153.91,18631540.0,154.26,154.45,152.72,153.21
346,34437040.0,267.78,272.56,267.32,19723390.0,268.81,271.1,268.5,22632380.0,268.6,270.07,265.86,270.0
347,25554290.0,119.4,120.09,119.37,23687350.0,120.0,120.5,119.71,34412090.0,118.34,120.24,118.22,119.11
348,23495990.0,320.0,324.57,320.0,38190550.0,315.36,319.75,314.61,20028450.0,324.74,325.98,322.85,324.19
349,34908610.0,200.4,201.68,196.66,26339500.0,201.9,205.34,201.75,38763700.0,205.88,207.42,200.83,204.29
350,29357940.0,108.97,110.61,108.83,23553790.0,108.91,109.77,108.17,31735810.0,109.95,110.42,108.12,110.23
351,27052000.0,177.3,177.78,176.6,31306390.0,178.61,179.58,177.41,31087330.0,179.37,180.1,178.25,176.15
352,43293350.0,113.84,115.92,113.75,26176690.0,113.29,115.0,112.49,34324350.0,112.31,114.7,112.31,110.86
353,28540490.0,230.05,233.47,229.78,24435010.0,227.25,230.0,226.63,23171020.0,227.95,229.42,226.35,224.79
354,71937310.0,99.93,100.88,98.07,51529980.0,101.52,101.53,99.21,65648660.0,98.63,101.46,98.37,97.06
355,26117990.0,317.92,319.56,315.65,25458120.0,318.58,319.99,317.31,27710810.0,317.19,319.02,316.0,316.27
356,53038870.0,364.0,372.38,362.27,33861320.0,351.34,359.46,351.15,66118950.0,354.64,356.56,345.15,351.41
357,33511990.0,305.64,310.35,304.29,28803760.0,303.22,305.17,301.97,35583440.0,300.46,303.24,298.87,295.06
358,19998050.0,144.47,144.6,143.38,18325720.0,143.91,144.9,143.87,17117710.0,143.5,143.95,143.18,142.44
359,45765970.0,289.96,294.53,288.35,34320200.0,284.73,289.67,283.89,28001190.0,285.08,285.83,278.2,281.8
360,26176690.0,113.29,115.0,112.49,34324350.0,112.31,114.7,112.31,27049830.0,110.86,112.43,110.6,109.26
361,30273990.0,156.41,156.73,152.62,33259460.0,157.5,157.88,155.98,29616190.0,154.2,157.66,153.26,153.08
362,29707270.0,113.06,114.31,112.63,21634520.0,112.71,113.05,112.28,36340670.0,112.46,113.37,111.8,113.16
363,104618500.0,255.94,270.0,248.0,64094970.0,277.39,281.22,271.86,71322520.0,277.14,286.44,269.37,263.75
364,60793260.0,96.62,96.65,95.3,31251870.0,96.45,97.75,96.07,29373050.0,97.82,98.41,97.03,97.32
365,32931110.0,177.32,177.47,173.66,38313330.0,178.65,179.12,177.62,22676520.0,178.5,180.24,178.07,180.32
366,28174980.0,111.4,112.35,111.23,43403760.0,113.46,113.77,110.53,26378910.0,113.65,114.23,113.2,113.87
367,38116290.0,167.81,171.75,166.9,41464880.0,167.25,170.02,165.19,39824200.0,173.68,175.15,166.92,168.07
368,47597670.0,166.0,167.45,159.09,33753490.0,165.38,167.53,164.39,43250420.0,165.45,168.35,162.73,169.0
369,32230590.0,106.57,107.68,106.16,50901380.0,107.71,107.81,104.08,34117030.0,107.12,108.87,106.55,111.09
370,31396130.0,115.39,115.86,114.1,66028640.0,114.31,115.7,113.31,46820600.0,117.95,118.36,117.31,117.1
371,19620520.0,175.24,176.8,174.94,32931110.0,177.32,177.47,173.66,38313330.0,178.65,179.12,177.62,178.5
372,53454620.0,96.82,97.97,96.42,40290580.0,98.25,98.84,96.92,28218240.0,99.26,99.3,98.31,99.83
373,22481890.0,199.62,202.05,199.15,24619750.0,201.3,202.76,199.29,27009520.0,200.2,203.53,199.39,195.41
374,25400540.0,170.16,172.3,169.26,25938760.0,170.52,170.59,169.22,16412270.0,171.0,171.85,170.48,170.1
375,31644240.0,172.4,173.94,170.34,28204640.0,174.65,175.57,172.85,36054570.0,172.86,175.08,172.35,167.41
376,61681250.0,110.23,112.34,109.13,76562170.0,110.15,111.88,107.36,56111590.0,112.03,114.53,112.0,112.17
377,23598650.0,171.18,171.87,170.3,28998220.0,169.97,170.32,168.38,24683350.0,173.04,173.48,171.18,173.5
378,48748670.0,280.0,288.25,278.05,32755730.0,268.31,273.7,265.83,40529120.0,268.7,270.07,264.7,262.74
379,21218410.0,177.95,179.23,176.67,28481170.0,176.42,179.35,176.0,27948160.0,178.92,180.59,177.91,180.2
380,49793750.0,111.79,114.21,111.76,62800770.0,110.27,113.28,109.9,84757780.0,113.76,114.02,109.77,111.65
381,64332440.0,94.79,97.34,94.35,55622370.0,93.79,94.52,92.39,133059000.0,96.04,96.63,93.34,99.93
382,26178840.0,110.23,110.98,109.2,26560420.0,109.51,110.73,109.42,37322930.0,110.42,112.19,110.27,108.78
383,23317990.0,96.75,97.65,96.73,28877500.0,96.49,96.89,96.05,24460850.0,95.7,96.5,95.62,94.6
384,23430370.0,221.0,223.75,219.76,22811140.0,219.75,222.82,219.7,27581270.0,216.82,221.26,216.63,220.78
385,27817640.0,173.21,175.0,172.73,16991610.0,173.71,175.3,173.17,21846400.0,174.16,175.87,173.95,171.58
386,26122800.0,324.66,326.2,322.3,21910700.0,320.75,323.44,318.93,20254650.0,317.75,322.35,317.21,319.25
387,32042290.0,95.94,96.29,95.25,29124140.0,96.25,96.89,95.35,35407050.0,94.94,96.35,94.68,96.0
388,49678430.0,286.53,297.88,286.5,57668360.0,300.95,302.53,286.13,55548830.0,297.26,304.18,289.23,318.62
389,36054570.0,172.86,175.08,172.35,31384720.0,167.41,171.66,167.28,32644590.0,166.96,168.98,165.93,166.11
390,69281360.0,216.42,221.37,211.3,33935720.0,208.76,210.16,207.31,21673390.0,208.46,210.64,208.44,207.48
391,37847260.0,190.3,192.14,189.34,20912890.0,191.9,192.2,189.07,23975350.0,194.99,195.19,190.1,194.61
392,42557530.0,185.18,187.67,184.75,56137230.0,178.25,184.25,178.17,33944110.0,175.88,177.5,174.44,175.23
393,57097740.0,111.09,111.09,105.83,59118740.0,109.88,111.32,108.05,24129630.0,110.31,111.72,109.7,110.08
394,24619750.0,201.3,202.76,199.29,27009520.0,200.2,203.53,199.39,33364400.0,195.41,199.56,193.82,196.31
395,20670830.0,191.78,192.43,190.17,20182050.0,189.69,192.55,189.69,16365720.0,191.78,191.8,189.93,189.75
396,18798250.0,151.8,153.84,151.8,21466370.0,150.58,152.44,149.9,25111310.0,149.99,150.44,148.88,151.5
397,22267820.0,213.19,214.44,210.75,21564750.0,212.99,213.65,211.6,26919530.0,210.88,213.35,210.32,210.62
398,26148590.0,185.8,188.39,185.79,39017490.0,184.85,187.33,183.74,23527660.0,183.9,184.1,182.56,182.25
399,34317760.0,205.55,206.01,202.25,25289270.0,209.98,210.12,206.75,33291640.0,205.97,210.06,204.13,201.92
400,20450750.0,315.77,319.23,315.35,25672210.0,318.66,320.89,315.87,27876220.0,316.68,319.52,316.2,315.03
401,38426060.0,172.8,176.3,172.45,48706170.0,178.54,179.78,172.66,37568080.0,179.26,180.62,178.05,179.1
402,16252850.0,160.42,160.71,159.6,18969700.0,159.78,160.87,159.23,24093300.0,157.9,160.0,157.65,156.73
403,16041550.0,170.29,170.56,169.56,21884010.0,171.04,171.39,169.64,23598650.0,171.18,171.87,170.3,169.97
404,25982080.0,95.49,96.47,95.33,35783320.0,94.44,95.77,94.3,36505420.0,93.97,94.55,93.63,92.9
405,43751810.0,191.51,191.98,186.6,42287640.0,195.34,197.69,190.78,50943120.0,190.02,196.33,189.81,186.23
406,53920550.0,93.13,95.7,93.04,46315620.0,96.52,96.92,93.69,46418230.0,95.86,97.33,95.19,95.0
407,31416910.0,106.93,106.93,105.52,30576980.0,106.64,108.09,106.06,32340620.0,107.88,108.0,106.23,108.89
408,37781330.0,249.54,255.93,249.16,34790520.0,247.24,249.17,237.26,31130520.0,244.76,245.3,241.21,248.97
409,63000140.0,97.96,100.48,95.74,62285770.0,100.32,101.19,97.3,49046150.0,100.55,100.69,98.84,98.97
410,54507300.0,111.65,112.56,110.32,49904460.0,108.97,110.45,108.51,53142590.0,112.49,112.78,110.04,110.23
411,33090950.0,297.16,304.44,297.16,27877660.0,299.84,300.9,297.48,29644640.0,293.79,299.96,292.75,297.15
412,22811140.0,219.75,222.82,219.7,27581270.0,216.82,221.26,216.63,95584080.0,220.78,221.36,217.29,220.24
413,25897340.0,207.86,208.55,203.53,26066130.0,205.86,207.19,205.06,46882840.0,209.43,212.05,201.0,213.19
414,36937800.0,295.06,301.0,294.46,33391990.0,289.17,293.69,286.32,60154180.0,286.25,299.0,285.85,289.96
415,22632380.0,268.6,270.07,265.86,32182650.0,270.0,270.8,264.91,26547490.0,267.48,271.0,267.3,263.79
416,48696960.0,223.25,228.26,222.4,27074260.0,220.15,223.49,219.41,22751390.0,219.01,220.54,218.92,217.15
417,30148360.0,104.81,105.84,104.77,33770220.0,106.05,106.07,104.0,38018910.0,104.41,106.15,104.41,104.19
418,24833800.0,145.87,146.18,144.82,18647220.0,144.73,145.85,144.38,21080580.0,144.11,145.95,143.37,142.9
419,18647220.0,144.73,145.85,144.38,21080580.0,144.11,145.95,143.37,18527000.0,142.9,144.75,142.9,143.02
420,24378480.0,182.99,186.53,182.54,31632320.0,183.4,184.92,180.73,27185130.0,186.12,186.15,184.7,187.25
421,63712340.0,115.66,116.49,113.72,37080720.0,116.25,116.54,115.44,43218350.0,115.93,116.53,114.42,116.58
422,34806250.0,118.75,118.81,116.86,38063130.0,117.99,119.41,117.75,13046450.0,118.29,118.41,117.6,119.21
423,27710810.0,317.19,319.02,316.0,34454120.0,316.27,318.74,315.0,27207250.0,313.59,315.7,312.09,311.85
424,31087330.0,179.37,180.1,178.25,34260230.0,176.15,179.25,175.07,29512410.0,177.9,179.39,176.14,176.18
425,28595230.0,209.22,210.74,208.33,20679270.0,210.16,210.56,208.26,25864510.0,207.7,210.95,207.7,207.36
426,30386830.0,112.73,112.75,111.44,52720620.0,110.0,112.28,109.49,61747260.0,110.19,110.19,108.21,111.74
427,25302200.0,176.18,177.36,175.65,18653380.0,174.59,175.49,174.49,23751690.0,173.16,174.3,173.0,174.55
428,25432390.0,315.03,318.52,313.01,33843130.0,313.17,316.5,310.32,41587090.0,300.35,307.9,300.21,304.51
429,27850370.0,164.12,165.73,163.37,28331540.0,162.62,165.42,162.41,33674960.0,165.67,166.33,161.22,166.84
430,26544720.0,186.27,191.75,186.02,36529680.0,186.41,189.7,185.41,57430620.0,187.71,189.48,182.85,197.42
431,26481320.0,109.17,110.09,108.85,37034520.0,110.37,110.94,109.03,36151450.0,111.6,112.2,110.27,110.78
432,96820670.0,117.81,118.18,113.33,54851010.0,116.53,119.99,116.53,38610120.0,114.58,116.25,114.5,115.97
433,33490630.0,101.41,102.24,100.15,27148530.0,101.31,101.58,100.27,31538710.0,100.78,101.76,100.4,102.39
434,18776390.0,188.5,189.78,187.61,15801370.0,190.71,191.28,190.18,19636390.0,189.5,190.68,189.3,185.42
435,26160560.0,109.5,110.36,109.19,34113880.0,110.0,110.03,108.25,26481320.0,109.17,110.09,108.85,110.37
436,60547340.0,193.9,194.48,185.93,46725710.0,191.63,197.18,191.45,50991030.0,199.0,199.85,193.79,205.55
437,22539860.0,135.67,135.9,134.84,35578640.0,135.52,136.27,134.62,33054500.0,133.47,135.09,133.25,133.08
438,17154540.0,171.8,172.37,170.3,25323890.0,171.19,173.32,170.99,18958570.0,169.71,171.44,169.49,171.25
439,54851010.0,116.53,119.99,116.53,38610120.0,114.58,116.25,114.5,52828890.0,115.97,116.5,114.12,112.95
440,50991030.0,199.0,199.85,193.79,34317760.0,205.55,206.01,202.25,25289270.0,209.98,210.12,206.75,205.97
441,27148530.0,101.31,101.58,100.27,31538710.0,100.78,101.76,100.4,35890740.0,102.39,102.83,100.96,102.37
442,18463850.0,206.83,207.76,205.12,17427570.0,207.36,208.48,207.05,23286380.0,204.43,207.75,203.9,202.83
443,71686210.0,263.75,278.09,263.0,56544250.0,282.0,290.82,281.23,46893220.0,295.52,299.55,291.41,296.44
444,18386470.0,219.96,220.82,219.12,21158140.0,217.73,220.13,217.56,39763300.0,220.0,220.79,217.02,224.8
445,24626950.0,279.5,281.18,278.95,29024690.0,279.8,281.9,279.12,28575800.0,279.57,281.77,278.8,277.0
446,31003380.0,186.23,189.49,184.73,31440300.0,188.35,188.99,185.92,26148590.0,185.8,188.39,185.79,184.85
447,22378380.0,99.25,99.87,98.96,23265200.0,97.99,101.89,97.55,28487570.0,97.79,98.27,97.45,97.6
448,30790930.0,108.53,110.25,108.11,26538700.0,110.98,111.46,109.55,28174980.0,111.4,112.35,111.23,113.46
449,85957050.0,166.0,166.8,160.1,44453230.0,167.17,168.62,166.76,32234520.0,166.87,168.44,166.5,165.53
450,33291640.0,205.97,210.06,204.13,31774720.0,201.92,204.72,201.69,66072170.0,204.3,204.39,198.17,209.55
451,46717770.0,111.74,111.77,109.41,48702200.0,110.63,111.74,109.77,52033100.0,109.88,111.37,109.07,108.01
452,33348400.0,140.91,144.04,140.62,23531670.0,139.39,141.22,138.62,22355140.0,141.5,141.74,140.35,141.26
453,24308210.0,118.18,118.21,117.45,23583810.0,117.33,117.84,116.78,35626020.0,117.88,118.17,117.13,116.79
454,17775510.0,141.91,142.38,141.05,20320420.0,141.6,142.15,141.01,30341520.0,142.94,143.35,140.06,143.6
455,28998220.0,169.97,170.32,168.38,24683350.0,173.04,173.48,171.18,16956290.0,173.5,174.5,173.4,175.11
456,23639070.0,186.78,187.07,185.1,20393070.0,189.01,189.53,187.86,26167950.0,189.49,190.06,187.45,187.74
457,44662320.0,174.24,174.95,170.26,23623970.0,174.94,176.6,172.1,31096240.0,179.73,180.27,176.55,178.37
458,31110640.0,198.68,199.5,197.05,20899720.0,200.29,201.57,199.57,26067510.0,197.77,200.99,197.35,198.43
459,27393660.0,175.03,175.39,174.09,29385650.0,174.88,177.2,174.86,40122100.0,173.63,174.17,172.46,172.4
460,49897100.0,320.93,322.68,308.29,31685810.0,320.54,324.09,318.75,54149930.0,324.45,327.85,321.38,312.6
461,36912040.0,123.15,123.5,122.27,33570380.0,123.38,123.91,122.55,44371580.0,123.09,123.61,122.12,125.32
462,19029420.0,227.03,227.79,225.64,29282700.0,225.82,228.06,224.33,30889270.0,226.27,229.93,225.84,225.64
